IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,24.25,,,,,,24.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,24.17,,,,,,24.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,24.39,,,,,,24.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,24.36,,,,,,24.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,24.48,,,,,,24.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,24.56,,,,,,24.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,24.94,,,,,,24.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,25.12,,,,,,25.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,25.11,,,,,,25.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,25.2,,,,,,25.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,25.24,,,,,,25.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,25.25,,,,,,25.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,25.81,,,,,,25.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,257.8,,,,,,257.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,26.05,,,,,,26,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,26.03,,,,,,26.0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,26.03,,,,,,26.0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,26.51,,,,,,26.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,26.5,,,,,,26.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,26.5,,,,,,26.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,26.76,,,,,,26.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,26.99,,,,,,27.0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,27.07,,,,,,27.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,27.39,,,,,,27.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,27.44,,,,,,27.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,27.7,,,,,,27.7,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,27.81,,,,,,27.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,27.84,,,,,,27.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,28.12,,,,,,28.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,28.07,,,,,,28.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,28.54,,,,,,28.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,29.19,,,,,,29.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,29.4,,,,,,29.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,29.58,,,,,,29.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,29.76,,,,,,29.8,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.02,,,,,,3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.02,,,,,,3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,2.95,,,,,,3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.03,,,,,,3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,2.98,,,,,,3.0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.02,,,,,,3.0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.1,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.13,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.15,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.1,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.07,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.14,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.05,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.11,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.06,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.09,,,,,,3.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.21,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.16,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.2,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.24,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.16,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.22,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.17,,,,,,3.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.33,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.25,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.29,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.28,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.32,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.28,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.33,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.3,,,,,,3.3,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.36,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COM,Comoros,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.43,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.43,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.35,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.41,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.35,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.37,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.4,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.43,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.43,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.35,,,,,,3.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.49,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.53,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,NIC,Nicaragua,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.49,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.53,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.47,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.5,,,,,,3.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ARG,Argentina,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.64,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.61,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.61,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.63,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.58,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.64,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.58,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.57,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.58,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.61,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15-29  years,AGEGROUP_YEARS15-29,,,,,,,3.57,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,,,,,,,3.61,,,,,,3.6,,,EN,2021-07-16T07:00:00.000Z
